InteractorA,Relation,InteractorB,PMID
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T2 , Arg2:T20",23539296
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T2 , Arg2:T21",23539296
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T2 , Arg2:T22",23539296
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T3 , Arg2:T26",23539296
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T4 , Arg2:T27",23539296
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T4 , Arg2:T28",23539296
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T4 , Arg2:T29",23539296
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T3 , Arg2:T11",23541436
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T3 , Arg2:T12",23541436
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T4 , Arg2:T11",23541436
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T4 , Arg2:T12",23541436
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T5 , Arg2:T13",23541436
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T6 , Arg2:T13",23541436
CPR:2,REGULATOR,"Arg1:T12 , Arg2:T36",23541637
CPR:2,REGULATOR,"Arg1:T12 , Arg2:T37",23541637
CPR:2,REGULATOR,"Arg1:T14 , Arg2:T40",23541637
CPR:2,REGULATOR,"Arg1:T14 , Arg2:T41",23541637
CPR:2,REGULATOR,"Arg1:T1 , Arg2:T22",23541637
CPR:2,REGULATOR,"Arg1:T1 , Arg2:T23",23541637
CPR:2,REGULATOR,"Arg1:T1 , Arg2:T24",23541637
CPR:3,ACTIVATOR,"Arg1:T6 , Arg2:T25",23541637
CPR:3,ACTIVATOR,"Arg1:T6 , Arg2:T26",23541637
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T14 , Arg2:T38",23541637
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T14 , Arg2:T39",23541637
CPR:1,PART-OF,"Arg1:T2 , Arg2:T23",23542147
CPR:2,INDIRECT-REGULATOR,"Arg1:T13 , Arg2:T39",23542513
CPR:2,REGULATOR,"Arg1:T9 , Arg2:T28",23542513
CPR:3,ACTIVATOR,"Arg1:T19 , Arg2:T47",23542513
CPR:3,ACTIVATOR,"Arg1:T19 , Arg2:T48",23542513
CPR:3,ACTIVATOR,"Arg1:T20 , Arg2:T49",23542513
CPR:3,ACTIVATOR,"Arg1:T21 , Arg2:T49",23542513
CPR:3,ACTIVATOR,"Arg1:T22 , Arg2:T51",23542513
CPR:3,ACTIVATOR,"Arg1:T22 , Arg2:T52",23542513
CPR:3,ACTIVATOR,"Arg1:T6 , Arg2:T25",23542513
CPR:3,ACTIVATOR,"Arg1:T9 , Arg2:T30",23542513
CPR:3,ACTIVATOR,"Arg1:T9 , Arg2:T31",23542513
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T19 , Arg2:T45",23542513
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T19 , Arg2:T46",23542513
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T6 , Arg2:T27",23542513
CPR:3,UPREGULATOR,"Arg1:T6 , Arg2:T26",23542513
CPR:3,UPREGULATOR,"Arg1:T7 , Arg2:T25",23542513
CPR:3,UPREGULATOR,"Arg1:T7 , Arg2:T26",23542513
CPR:4,DOWNREGULATOR,"Arg1:T10 , Arg2:T29",23542513
CPR:4,DOWNREGULATOR,"Arg1:T10 , Arg2:T30",23542513
CPR:4,DOWNREGULATOR,"Arg1:T10 , Arg2:T31",23542513
CPR:4,DOWNREGULATOR,"Arg1:T8 , Arg2:T27",23542513
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T13 , Arg2:T35",23542513
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T13 , Arg2:T36",23542513
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T13 , Arg2:T37",23542513
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T13 , Arg2:T38",23542513
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T14 , Arg2:T32",23542513
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T14 , Arg2:T33",23542513
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T15 , Arg2:T42",23542513
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T16 , Arg2:T42",23542513
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T17 , Arg2:T43",23542513
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T18 , Arg2:T32",23542513
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T18 , Arg2:T33",23542513
CPR:4,INHIBITOR,"Arg1:T13 , Arg2:T34",23542513
CPR:4,INHIBITOR,"Arg1:T15 , Arg2:T40",23542513
CPR:4,INHIBITOR,"Arg1:T16 , Arg2:T40",23542513
CPR:4,INHIBITOR,"Arg1:T17 , Arg2:T44",23542513
CPR:4,INHIBITOR,"Arg1:T22 , Arg2:T50",23542513
CPR:4,INHIBITOR,"Arg1:T2 , Arg2:T24",23542513
CPR:4,INHIBITOR,"Arg1:T3 , Arg2:T24",23542513
CPR:4,INHIBITOR,"Arg1:T7 , Arg2:T27",23542513
CPR:4,INHIBITOR,"Arg1:T9 , Arg2:T29",23542513
CPR:2,DIRECT-REGULATOR,"Arg1:T6 , Arg2:T10",23542578
CPR:2,DIRECT-REGULATOR,"Arg1:T6 , Arg2:T11",23542578
CPR:2,DIRECT-REGULATOR,"Arg1:T7 , Arg2:T12",23542578
CPR:2,DIRECT-REGULATOR,"Arg1:T7 , Arg2:T13",23542578
CPR:10,NOT,"Arg1:T2 , Arg2:T15",23543413
CPR:9,SUBSTRATE,"Arg1:T12 , Arg2:T25",23543413
CPR:9,SUBSTRATE,"Arg1:T8 , Arg2:T18",23543413
CPR:9,SUBSTRATE,"Arg1:T8 , Arg2:T19",23543413
CPR:1,PART-OF,"Arg1:T3 , Arg2:T11",23548896
CPR:1,PART-OF,"Arg1:T3 , Arg2:T12",23548896
CPR:1,PART-OF,"Arg1:T5 , Arg2:T16",23548896
CPR:1,PART-OF,"Arg1:T6 , Arg2:T27",23548896
CPR:10,NOT,"Arg1:T5 , Arg2:T20",23550028
CPR:2,REGULATOR,"Arg1:T9 , Arg2:T23",23550028
CPR:3,ACTIVATOR,"Arg1:T2 , Arg2:T12",23550028
CPR:3,ACTIVATOR,"Arg1:T5 , Arg2:T19",23550028
CPR:3,ACTIVATOR,"Arg1:T6 , Arg2:T21",23550028
CPR:4,INHIBITOR,"Arg1:T1 , Arg2:T11",23550028
CPR:4,INHIBITOR,"Arg1:T2 , Arg2:T18",23550066
CPR:4,INHIBITOR,"Arg1:T3 , Arg2:T20",23550066
CPR:9,SUBSTRATE,"Arg1:T11 , Arg2:T13",23550066
CPR:9,SUBSTRATE,"Arg1:T12 , Arg2:T36",23550066
CPR:9,SUBSTRATE,"Arg1:T1 , Arg2:T31",23550066
CPR:9,SUBSTRATE,"Arg1:T1 , Arg2:T35",23550066
CPR:9,SUBSTRATE,"Arg1:T5 , Arg2:T23",23550066
CPR:9,SUBSTRATE,"Arg1:T6 , Arg2:T24",23550066
CPR:9,SUBSTRATE,"Arg1:T7 , Arg2:T25",23550066
CPR:9,SUBSTRATE,"Arg1:T9 , Arg2:T26",23550066
CPR:10,NOT,"Arg1:T12 , Arg2:T28",23551063
CPR:10,NOT,"Arg1:T12 , Arg2:T29",23551063
CPR:9,SUBSTRATE,"Arg1:T11 , Arg2:T21",23551063
CPR:9,SUBSTRATE,"Arg1:T11 , Arg2:T22",23551063
CPR:9,SUBSTRATE,"Arg1:T11 , Arg2:T23",23551063
CPR:9,SUBSTRATE,"Arg1:T11 , Arg2:T24",23551063
CPR:9,SUBSTRATE,"Arg1:T11 , Arg2:T25",23551063
CPR:9,SUBSTRATE,"Arg1:T11 , Arg2:T26",23551063
CPR:9,SUBSTRATE,"Arg1:T14 , Arg2:T31",23551063
CPR:9,SUBSTRATE,"Arg1:T1 , Arg2:T15",23551063
CPR:9,SUBSTRATE,"Arg1:T1 , Arg2:T30",23551063
CPR:9,SUBSTRATE,"Arg1:T2 , Arg2:T15",23551063
CPR:9,SUBSTRATE,"Arg1:T2 , Arg2:T30",23551063
CPR:9,SUBSTRATE,"Arg1:T3 , Arg2:T15",23551063
CPR:9,SUBSTRATE,"Arg1:T3 , Arg2:T30",23551063
CPR:9,SUBSTRATE,"Arg1:T7 , Arg2:T18",23551063
CPR:9,SUBSTRATE,"Arg1:T8 , Arg2:T18",23551063
CPR:9,SUBSTRATE,"Arg1:T9 , Arg2:T19",23551063
CPR:2,INDIRECT-REGULATOR,"Arg1:T1 , Arg2:T16",23551329
CPR:2,INDIRECT-REGULATOR,"Arg1:T1 , Arg2:T17",23551329
CPR:2,REGULATOR,"Arg1:T11 , Arg2:T30",23551329
CPR:3,ACTIVATOR,"Arg1:T11 , Arg2:T26",23551329
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T11 , Arg2:T27",23551329
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T11 , Arg2:T28",23551329
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T11 , Arg2:T29",23551329
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T1 , Arg2:T15",23551329
CPR:9,PRODUCT-OF,"Arg1:T1 , Arg2:T20",23552101
CPR:9,PRODUCT-OF,"Arg1:T1 , Arg2:T21",23552101
CPR:9,PRODUCT-OF,"Arg1:T1 , Arg2:T22",23552101
CPR:9,PRODUCT-OF,"Arg1:T2 , Arg2:T20",23552101
CPR:9,PRODUCT-OF,"Arg1:T2 , Arg2:T21",23552101
CPR:9,PRODUCT-OF,"Arg1:T2 , Arg2:T22",23552101
CPR:9,PRODUCT-OF,"Arg1:T3 , Arg2:T8",23552101
CPR:9,SUBSTRATE,"Arg1:T6 , Arg2:T20",23552101
CPR:9,SUBSTRATE,"Arg1:T6 , Arg2:T21",23552101
CPR:9,SUBSTRATE,"Arg1:T6 , Arg2:T22",23552101
CPR:9,SUBSTRATE,"Arg1:T7 , Arg2:T20",23552101
CPR:9,SUBSTRATE,"Arg1:T7 , Arg2:T21",23552101
CPR:9,SUBSTRATE,"Arg1:T7 , Arg2:T22",23552101
CPR:4,INHIBITOR,"Arg1:T4 , Arg2:T18",23552263
CPR:2,REGULATOR,"Arg1:T12 , Arg2:T24",23552851
CPR:2,REGULATOR,"Arg1:T12 , Arg2:T25",23552851
CPR:2,REGULATOR,"Arg1:T12 , Arg2:T26",23552851
CPR:2,REGULATOR,"Arg1:T12 , Arg2:T27",23552851
CPR:2,REGULATOR,"Arg1:T2 , Arg2:T17",23552851
CPR:2,REGULATOR,"Arg1:T2 , Arg2:T18",23552851
CPR:2,REGULATOR,"Arg1:T3 , Arg2:T17",23552851
CPR:2,REGULATOR,"Arg1:T3 , Arg2:T18",23552851
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T8 , Arg2:T21",23552851
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T8 , Arg2:T22",23552851
CPR:3,UPREGULATOR,"Arg1:T11 , Arg2:T13",23552851
CPR:3,UPREGULATOR,"Arg1:T11 , Arg2:T23",23552851
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T11 , Arg2:T14",23552851
CPR:4,INHIBITOR,"Arg1:T11 , Arg2:T15",23552851
CPR:4,INHIBITOR,"Arg1:T11 , Arg2:T16",23552851
CPR:2,INDIRECT-REGULATOR,"Arg1:T10 , Arg2:T20",23554049
CPR:2,INDIRECT-REGULATOR,"Arg1:T10 , Arg2:T21",23554049
CPR:2,REGULATOR,"Arg1:T11 , Arg2:T22",23554049
CPR:2,REGULATOR,"Arg1:T12 , Arg2:T22",23554049
CPR:3,ACTIVATOR,"Arg1:T3 , Arg2:T18",23557706
CPR:4,DOWNREGULATOR,"Arg1:T3 , Arg2:T17",23557706
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T5 , Arg2:T23",23557706
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T5 , Arg2:T24",23557706
CPR:4,INHIBITOR,"Arg1:T2 , Arg2:T14",23557706
CPR:4,INHIBITOR,"Arg1:T3 , Arg2:T16",23557706
CPR:4,INHIBITOR,"Arg1:T5 , Arg2:T22",23557706
CPR:4,INHIBITOR,"Arg1:T5 , Arg2:T25",23557706
CPR:4,INHIBITOR,"Arg1:T8 , Arg2:T36",23557706
CPR:1,PART-OF,"Arg1:T3 , Arg2:T18",23558747
CPR:1,PART-OF,"Arg1:T3 , Arg2:T19",23558747
CPR:1,PART-OF,"Arg1:T3 , Arg2:T20",23558747
CPR:3,ACTIVATOR,"Arg1:T1 , Arg2:T10",23563205
CPR:4,DOWNREGULATOR,"Arg1:T1 , Arg2:T11",23563205
CPR:2,REGULATOR,"Arg1:T4 , Arg2:T23",23563356
CPR:2,INDIRECT-REGULATOR,"Arg1:T5 , Arg2:T21",23564313
CPR:2,INDIRECT-REGULATOR,"Arg1:T5 , Arg2:T22",23564313
CPR:2,INDIRECT-REGULATOR,"Arg1:T5 , Arg2:T24",23564313
CPR:2,REGULATOR,"Arg1:T12 , Arg2:T33",23564313
CPR:2,REGULATOR,"Arg1:T12 , Arg2:T34",23564313
CPR:3,ACTIVATOR,"Arg1:T1 , Arg2:T13",23564313
CPR:3,ACTIVATOR,"Arg1:T1 , Arg2:T14",23564313
CPR:3,ACTIVATOR,"Arg1:T1 , Arg2:T15",23564313
CPR:3,ACTIVATOR,"Arg1:T1 , Arg2:T16",23564313
CPR:3,ACTIVATOR,"Arg1:T7 , Arg2:T25",23564313
CPR:3,ACTIVATOR,"Arg1:T7 , Arg2:T26",23564313
CPR:3,ACTIVATOR,"Arg1:T7 , Arg2:T27",23564313
CPR:3,ACTIVATOR,"Arg1:T7 , Arg2:T28",23564313
CPR:3,ACTIVATOR,"Arg1:T7 , Arg2:T29",23564313
CPR:3,ACTIVATOR,"Arg1:T7 , Arg2:T30",23564313
CPR:3,ACTIVATOR,"Arg1:T7 , Arg2:T31",23564313
CPR:3,ACTIVATOR,"Arg1:T7 , Arg2:T32",23564313
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T1 , Arg2:T17",23564313
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T1 , Arg2:T18",23564313
CPR:2,INDIRECT-REGULATOR,"Arg1:T5 , Arg2:T14",23564921
CPR:2,REGULATOR,"Arg1:T5 , Arg2:T15",23564921
CPR:2,REGULATOR,"Arg1:T5 , Arg2:T16",23564921
CPR:3,ACTIVATOR,"Arg1:T3 , Arg2:T6",23567950
CPR:1,PART-OF,"Arg1:T1 , Arg2:T6",23569204
CPR:1,PART-OF,"Arg1:T2 , Arg2:T6",23569204
CPR:2,REGULATOR,"Arg1:T3 , Arg2:T16",23570914
CPR:3,ACTIVATOR,"Arg1:T1 , Arg2:T12",23570914
CPR:3,ACTIVATOR,"Arg1:T7 , Arg2:T21",23570914
CPR:3,UPREGULATOR,"Arg1:T9 , Arg2:T11",23570914
CPR:4,DOWNREGULATOR,"Arg1:T3 , Arg2:T17",23570914
CPR:4,INHIBITOR,"Arg1:T7 , Arg2:T20",23570914
CPR:1,PART-OF,"Arg1:T3 , Arg2:T34",23572528
CPR:9,SUBSTRATE,"Arg1:T2 , Arg2:T16",23574017
CPR:9,SUBSTRATE,"Arg1:T7 , Arg2:T17",23574017
CPR:9,SUBSTRATE,"Arg1:T7 , Arg2:T18",23574017
CPR:9,SUBSTRATE,"Arg1:T7 , Arg2:T19",23574017
CPR:9,SUBSTRATE,"Arg1:T7 , Arg2:T20",23574017
CPR:9,SUBSTRATE,"Arg1:T7 , Arg2:T21",23574017
CPR:10,NOT,"Arg1:T8 , Arg2:T17",23578390
CPR:2,INDIRECT-REGULATOR,"Arg1:T6 , Arg2:T13",23578390
CPR:2,INDIRECT-REGULATOR,"Arg1:T6 , Arg2:T14",23578390
CPR:2,REGULATOR,"Arg1:T10 , Arg2:T20",23578390
CPR:2,REGULATOR,"Arg1:T2 , Arg2:T11",23578390
CPR:3,ACTIVATOR,"Arg1:T6 , Arg2:T12",23578390
CPR:3,ACTIVATOR,"Arg1:T8 , Arg2:T15",23578390
CPR:3,ACTIVATOR,"Arg1:T8 , Arg2:T16",23578390
CPR:9,PRODUCT-OF,"Arg1:T23 , Arg2:T31",23578607
CPR:9,PRODUCT-OF,"Arg1:T23 , Arg2:T32",23578607
CPR:9,SUBSTRATE,"Arg1:T20 , Arg2:T31",23578607
CPR:9,SUBSTRATE,"Arg1:T20 , Arg2:T32",23578607
CPR:4,INHIBITOR,"Arg1:T1 , Arg2:T10",23578688
CPR:4,INHIBITOR,"Arg1:T6 , Arg2:T10",23578688
CPR:4,INHIBITOR,"Arg1:T8 , Arg2:T11",23578688
CPR:4,INHIBITOR,"Arg1:T9 , Arg2:T11",23578688
CPR:4,INHIBITOR,"Arg1:T8 , Arg2:T22",23578952
CPR:1,PART-OF,"Arg1:T8 , Arg2:T20",23579178
CPR:4,INHIBITOR,"Arg1:T15 , Arg2:T29",23579178
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T5 , Arg2:T28",23580446
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T5 , Arg2:T29",23580446
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T5 , Arg2:T30",23580446
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T5 , Arg2:T31",23580446
CPR:4,INHIBITOR,"Arg1:T5 , Arg2:T32",23580446
CPR:9,PRODUCT-OF,"Arg1:T3 , Arg2:T7",23580446
CPR:9,PRODUCT-OF,"Arg1:T4 , Arg2:T27",23580446
CPR:4,INHIBITOR,"Arg1:T6 , Arg2:T10",23582273
CPR:4,INHIBITOR,"Arg1:T7 , Arg2:T10",23582273
CPR:1,PART-OF,"Arg1:T13 , Arg2:T29",23583257
CPR:1,PART-OF,"Arg1:T14 , Arg2:T29",23583257
CPR:2,REGULATOR,"Arg1:T15 , Arg2:T31",23583257
CPR:2,REGULATOR,"Arg1:T15 , Arg2:T32",23583257
CPR:3,ACTIVATOR,"Arg1:T3 , Arg2:T30",23583257
CPR:3,ACTIVATOR,"Arg1:T4 , Arg2:T20",23583257
CPR:3,ACTIVATOR,"Arg1:T4 , Arg2:T21",23583257
CPR:3,ACTIVATOR,"Arg1:T5 , Arg2:T22",23583257
CPR:3,ACTIVATOR,"Arg1:T6 , Arg2:T22",23583257
CPR:3,ACTIVATOR,"Arg1:T7 , Arg2:T22",23583257
CPR:3,ACTIVATOR,"Arg1:T8 , Arg2:T22",23583257
CPR:3,ACTIVATOR,"Arg1:T9 , Arg2:T22",23583257
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T4 , Arg2:T20",23583257
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T4 , Arg2:T21",23583257
CPR:3,ACTIVATOR,"Arg1:T6 , Arg2:T18",23583806
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T6 , Arg2:T17",23583806
CPR:2,REGULATOR,"Arg1:T9 , Arg2:T25",23583884
CPR:2,REGULATOR,"Arg1:T9 , Arg2:T26",23583884
CPR:3,ACTIVATOR,"Arg1:T4 , Arg2:T21",23583884
CPR:3,ACTIVATOR,"Arg1:T5 , Arg2:T23",23583884
CPR:3,ACTIVATOR,"Arg1:T7 , Arg2:T24",23583884
CPR:3,ACTIVATOR,"Arg1:T8 , Arg2:T25",23583884
CPR:3,ACTIVATOR,"Arg1:T8 , Arg2:T26",23583884
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T11 , Arg2:T27",23583884
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T11 , Arg2:T28",23583884
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T13 , Arg2:T29",23583884
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T13 , Arg2:T30",23583884
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T14 , Arg2:T31",23583884
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T14 , Arg2:T32",23583884
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T7 , Arg2:T24",23583884
CPR:4,INHIBITOR,"Arg1:T2 , Arg2:T11",23584948
CPR:4,INHIBITOR,"Arg1:T2 , Arg2:T7",23584948
CPR:4,INHIBITOR,"Arg1:T2 , Arg2:T8",23584948
CPR:4,INHIBITOR,"Arg1:T2 , Arg2:T9",23584948
CPR:4,INHIBITOR,"Arg1:T3 , Arg2:T11",23584948
CPR:4,INHIBITOR,"Arg1:T3 , Arg2:T7",23584948
CPR:4,DOWNREGULATOR,"Arg1:T8 , Arg2:T18",23585058
CPR:4,INHIBITOR,"Arg1:T5 , Arg2:T15",23585058
CPR:1,PART-OF,"Arg1:T1 , Arg2:T7",23590882
CPR:1,PART-OF,"Arg1:T1 , Arg2:T8",23590882
CPR:2,INDIRECT-REGULATOR,"Arg1:T2 , Arg2:T15",23597450
CPR:2,INDIRECT-REGULATOR,"Arg1:T2 , Arg2:T16",23597450
CPR:2,INDIRECT-REGULATOR,"Arg1:T2 , Arg2:T17",23597450
CPR:2,INDIRECT-REGULATOR,"Arg1:T2 , Arg2:T18",23597450
CPR:2,INDIRECT-REGULATOR,"Arg1:T2 , Arg2:T19",23597450
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T10 , Arg2:T34",23597450
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T10 , Arg2:T35",23597450
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T3 , Arg2:T20",23597450
CPR:4,INHIBITOR,"Arg1:T13 , Arg2:T36",23597450
CPR:4,INHIBITOR,"Arg1:T2 , Arg2:T14",23597450
CPR:9,SUBSTRATE,"Arg1:T1 , Arg2:T11",23600432
CPR:9,SUBSTRATE,"Arg1:T1 , Arg2:T8",23600432
CPR:1,PART-OF,"Arg1:T5 , Arg2:T27",23600800
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T2 , Arg2:T33",23600800
CPR:10,NOT,"Arg1:T2 , Arg2:T6",23601753
CPR:10,NOT,"Arg1:T2 , Arg2:T7",23601753
CPR:2,DIRECT-REGULATOR,"Arg1:T5 , Arg2:T27",23601753
CPR:4,INHIBITOR,"Arg1:T2 , Arg2:T10",23601990
CPR:4,INHIBITOR,"Arg1:T2 , Arg2:T11",23601990
CPR:4,INHIBITOR,"Arg1:T2 , Arg2:T12",23601990
CPR:4,INHIBITOR,"Arg1:T2 , Arg2:T13",23601990
CPR:4,INHIBITOR,"Arg1:T3 , Arg2:T14",23601990
CPR:4,INHIBITOR,"Arg1:T4 , Arg2:T15",23601990
CPR:4,INHIBITOR,"Arg1:T4 , Arg2:T16",23601990
CPR:4,INHIBITOR,"Arg1:T4 , Arg2:T17",23601990
CPR:4,INHIBITOR,"Arg1:T5 , Arg2:T21",23601990
CPR:4,INHIBITOR,"Arg1:T6 , Arg2:T21",23601990
CPR:4,INHIBITOR,"Arg1:T7 , Arg2:T21",23601990
CPR:4,INHIBITOR,"Arg1:T9 , Arg2:T23",23601990
CPR:2,DIRECT-REGULATOR,"Arg1:T1 , Arg2:T24",23605695
CPR:2,DIRECT-REGULATOR,"Arg1:T5 , Arg2:T24",23605695
CPR:2,DIRECT-REGULATOR,"Arg1:T9 , Arg2:T22",23605695
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T1 , Arg2:T20",23605695
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T5 , Arg2:T20",23605695
CPR:2,INDIRECT-REGULATOR,"Arg1:T1 , Arg2:T4",23608109
CPR:2,INDIRECT-REGULATOR,"Arg1:T1 , Arg2:T5",23608109
CPR:10,NOT,"Arg1:T3 , Arg2:T12",23609606
CPR:10,NOT,"Arg1:T3 , Arg2:T13",23609606
CPR:4,INHIBITOR,"Arg1:T3 , Arg2:T14",23609606
CPR:4,INHIBITOR,"Arg1:T3 , Arg2:T15",23609606
CPR:4,INHIBITOR,"Arg1:T3 , Arg2:T16",23609606
CPR:4,INHIBITOR,"Arg1:T3 , Arg2:T17",23609606
CPR:2,INDIRECT-REGULATOR,"Arg1:T11 , Arg2:T32",23612487
CPR:2,INDIRECT-REGULATOR,"Arg1:T12 , Arg2:T40",23612487
CPR:2,INDIRECT-REGULATOR,"Arg1:T8 , Arg2:T27",23612487
CPR:2,INDIRECT-REGULATOR,"Arg1:T8 , Arg2:T28",23612487
CPR:2,INDIRECT-REGULATOR,"Arg1:T8 , Arg2:T29",23612487
CPR:3,ACTIVATOR,"Arg1:T3 , Arg2:T18",23612487
CPR:3,ACTIVATOR,"Arg1:T3 , Arg2:T19",23612487
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T12 , Arg2:T41",23612487
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T2 , Arg2:T16",23612487
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T3 , Arg2:T20",23612487
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T3 , Arg2:T21",23612487
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T3 , Arg2:T22",23612487
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T8 , Arg2:T23",23612487
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T8 , Arg2:T24",23612487
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T8 , Arg2:T25",23612487
CPR:4,INHIBITOR,"Arg1:T8 , Arg2:T26",23612487
CPR:2,INDIRECT-REGULATOR,"Arg1:T5 , Arg2:T27",23614730
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T1 , Arg2:T17",23614730
CPR:3,INDIRECT-UPREGULATOR,"Arg1:T1 , Arg2:T18",23614730
CPR:2,DIRECT-REGULATOR,"Arg1:T7 , Arg2:T21",23615073
CPR:2,REGULATOR,"Arg1:T4 , Arg2:T15",23615073
CPR:2,REGULATOR,"Arg1:T4 , Arg2:T16",23615073
CPR:2,REGULATOR,"Arg1:T7 , Arg2:T23",23615073
CPR:4,DOWNREGULATOR,"Arg1:T4 , Arg2:T14",23615073
CPR:4,DOWNREGULATOR,"Arg1:T7 , Arg2:T22",23615073
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T2 , Arg2:T10",23615073
CPR:4,INHIBITOR,"Arg1:T3 , Arg2:T12",23615073
CPR:4,INHIBITOR,"Arg1:T4 , Arg2:T13",23615073
CPR:4,INHIBITOR,"Arg1:T8 , Arg2:T24",23615073
CPR:2,DIRECT-REGULATOR,"Arg1:T3 , Arg2:T10",23616352
CPR:2,DIRECT-REGULATOR,"Arg1:T3 , Arg2:T11",23616352
CPR:2,DIRECT-REGULATOR,"Arg1:T3 , Arg2:T4",23616352
CPR:10,NOT,"Arg1:T2 , Arg2:T19",23618901
CPR:4,INDIRECT-DOWNREGULATOR,"Arg1:T1 , Arg2:T13",23618901
CPR:4,INHIBITOR,"Arg1:T1 , Arg2:T12",23618901
CPR:2,REGULATOR,"Arg1:T3 , Arg2:T11",23619386
CPR:2,REGULATOR,"Arg1:T6 , Arg2:T14",23619386
CPR:2,REGULATOR,"Arg1:T6 , Arg2:T15",23619386
CPR:2,REGULATOR,"Arg1:T6 , Arg2:T16",23619386
CPR:2,REGULATOR,"Arg1:T9 , Arg2:T24",23619386
CPR:4,INHIBITOR,"Arg1:T7 , Arg2:T17",23619386
CPR:4,INHIBITOR,"Arg1:T7 , Arg2:T18",23619386
CPR:4,INHIBITOR,"Arg1:T7 , Arg2:T19",23619386
CPR:7,MODULATOR,"Arg1:T4 , Arg2:T12",23619386
CPR:7,MODULATOR,"Arg1:T5 , Arg2:T13",23619386
CPR:7,MODULATOR-INHIBITOR,"Arg1:T10 , Arg2:T25",23619386
CPR:7,MODULATOR-INHIBITOR,"Arg1:T1 , Arg2:T22",23619386
